collision_datetime,latitude,longitude,record_count
2018-11-14,,,4
2018-11-18,,,4
2018-11-19,,,5
2018-11-20,,,2
2018-11-22,,,3
2018-11-29,,,1
2018-12-07,,,7
2018-12-09,,,1
2018-12-18,,,3
2018-12-21,,,2
2018-12-22,,,3
2018-12-31,,,3
2019-01-01,,,2
2019-01-15,,,2
2019-01-19,,,2
2019-01-20,,,3
2019-01-24,,,2
2019-01-26,,,1
2019-02-01,,,3
2019-02-03,,,4
2019-02-04,,,3
2019-02-06,,,3
2019-02-08,,,5
2019-02-16,,,2
2019-02-20,,,2
2019-02-26,,,3
2019-02-27,,,3
2019-03-05,,,3
2019-03-07,,,2
2019-03-09,,,6
2019-03-12,,,3
2019-03-13,,,8
2019-03-17,,,3
2019-03-18,,,2
2019-03-23,,,2
2019-03-26,,,2
2019-03-29,,,2
2019-03-30,,,1
2019-04-01,,,3
2019-04-02,,,2
2019-04-06,,,2
2019-04-09,,,2
2019-04-14,,,2
2019-04-17,,,3
2019-04-21,,,4
2019-04-23,,,2
2019-04-27,,,1
2019-04-30,,,2
2019-05-02,,,1
2019-05-07,,,2
2019-05-10,,,3
2019-05-20,,,2
2019-05-22,,,2
2019-05-26,,,2
2019-06-01,,,2
2019-06-08,,,1
2019-06-15,,,2
2019-06-19,,,3
2019-06-25,,,2
2019-06-26,,,2
2019-07-01,,,2
2019-07-03,,,5
2019-07-04,,,2
2019-07-07,,,1
2019-07-08,,,3
2019-07-20,,,4
2019-07-22,,,2
2019-07-24,,,2
2019-07-28,,,2
2019-07-30,,,2
2019-08-03,,,1
2019-08-04,,,3
2019-08-05,,,5
2019-08-09,,,2
2019-08-15,,,3
2019-08-22,,,2
2019-08-23,,,5
2019-08-25,,,2
2019-08-31,,,2
2019-09-04,,,2
2019-09-06,,,2
2019-09-07,,,2
2019-09-08,,,2
2019-09-10,,,4
2019-09-14,,,5
2019-09-16,,,2
2019-09-24,,,2
2019-09-26,,,3
2019-09-28,,,2
2019-10-04,,,2
2019-10-10,,,2
2019-10-15,,,8
2019-10-19,,,4
2019-10-27,,,3
2019-10-28,,,2
2019-10-29,,,2
2019-10-30,,,2
2019-11-03,,,2
2019-11-04,,,2
2019-11-07,,,2
2019-11-08,,,5
2019-11-13,,,2
2019-11-20,,,2
2019-11-24,,,2
2019-11-28,,,2
2019-12-14,,,2
2019-12-15,,,5
2019-12-23,,,2
2019-12-25,,,2
2019-12-28,,,2
2020-01-12,,,2
2020-01-16,,,2
2020-01-18,,,1
2020-01-20,,,2
2020-01-21,,,2
2020-01-25,,,1
2020-01-31,,,4
2020-02-01,,,5
2020-02-22,,,4
2020-02-23,,,2
2020-02-28,,,7
2020-03-10,,,4
2020-03-13,,,3
2020-03-25,,,2
2020-03-30,,,3
2020-04-04,,,5
2020-04-29,,,2
2020-05-02,,,2
2020-05-09,,,2
2020-05-13,,,4
2020-05-19,,,2
2020-05-25,,,2
2020-05-29,,,3
2020-06-07,,,3
2020-06-08,,,2
2020-06-11,,,2
2020-06-18,,,2
2020-06-23,,,5
2020-07-10,,,4
2020-07-14,,,2
2020-07-15,,,2
2020-07-18,,,1
2020-07-20,,,2
2020-07-21,,,1
2020-07-24,,,2
2020-07-28,,,4
2020-07-30,,,2
2020-08-07,,,2
2020-08-10,,,4
2020-08-14,,,2
2020-08-16,,,2
2020-08-23,,,2
2020-09-02,,,3
2020-09-04,,,5
2020-09-06,,,2
2020-09-07,,,2
2020-09-12,,,2
2020-09-19,,,2
2020-09-21,,,2
2020-09-27,,,2
2020-10-05,,,5
2020-10-07,,,4
2020-10-13,,,2
2020-10-21,,,3
2020-11-07,,,2
2020-11-09,,,2
2020-11-12,,,1
2020-12-08,,,2
2020-12-12,,,1
2020-12-20,,,3
2020-12-25,,,2
2021-01-23,,,3
2021-01-25,,,2
2021-01-27,,,2
2021-02-11,,,2
2021-02-12,,,2
2021-03-18,,,2
2021-03-19,,,2
2021-03-24,,,2
2021-04-10,,,2
2021-04-26,,,2
2021-05-17,,,2
2021-05-21,,,2
2021-05-28,,,3
2021-05-29,,,1
2021-05-30,,,1
2021-06-05,,,2
2021-07-04,,,3
2021-07-13,,,2
2021-07-22,,,2
2021-07-24,,,3
2021-07-26,,,4
2021-07-31,,,4
2021-08-01,,,3
2021-08-02,,,2
2021-08-04,,,1
2021-08-07,,,1
2021-08-11,,,2
2021-08-13,,,1
2021-08-14,,,2
2021-08-15,,,2
2021-08-16,,,2
2021-08-21,,,1
2021-08-23,,,3
2021-08-24,,,2
2021-08-25,,,2
2021-08-26,,,2
2021-08-28,,,2
2021-08-31,,,5
2021-09-07,,,3
2021-09-29,,,2
2021-10-03,,,5
2021-10-07,,,3
2021-10-27,,,3
2021-10-29,,,2
2021-10-31,,,1
2021-11-06,,,2
2021-11-18,,,2
2021-12-18,,,3
2022-01-07,,,7
2022-02-03,,,2
2022-02-10,,,2
2022-02-26,,,2
2022-02-27,,,1
2022-03-05,,,2
2022-03-06,,,2
2022-03-07,,,6
2022-03-08,,,3
2022-03-13,,,1
2022-03-20,,,5
2022-04-05,,,2
2022-04-12,,,2
2022-04-14,,,2
2022-04-15,,,5
2022-04-18,,,2
2022-04-19,,,2
2022-05-07,,,2
2022-05-26,,,2
2022-06-10,,,4
2022-06-20,,,2
2022-06-21,,,2
2022-06-26,,,2
2022-06-27,,,2
2022-07-02,,,2
2022-07-11,,,6
2022-07-13,,,2
2022-07-17,,,2
2022-07-24,,,1
2022-07-25,,,3
2022-07-30,,,4
2022-07-31,,,3
2022-08-03,,,4
2022-08-06,,,2
2022-08-07,,,4
2022-08-09,,,3
2022-08-10,,,4
2022-08-12,,,2
2022-08-13,,,5
2022-08-18,,,2
2022-08-19,,,4
2022-08-29,,,2
2022-09-03,,,1
2022-09-05,,,3
2022-09-07,,,2
2022-09-13,,,3
2022-09-16,,,1
2022-09-18,,,2
2022-09-19,,,4
2022-09-22,,,2
2022-09-23,,,3
2022-09-25,,,2
2022-09-26,,,2
2022-09-29,,,3
2022-10-01,,,2
2022-10-02,,,4
2022-10-03,,,2
2022-10-17,,,4
2022-10-20,,,2
2022-10-31,,,2
2022-11-01,,,2
2022-11-05,,,4
2022-11-28,,,2
2022-12-02,,,1
2022-12-07,,,1
2022-12-13,,,4
2022-12-26,,,5
2023-01-09,,,3
2023-01-22,,,2
2023-01-31,,,5
2023-02-08,,,2
2023-02-10,,,2
2023-02-17,,,5
2023-03-19,,,1
2023-04-13,,,2
2023-04-16,,,2
2023-04-22,,,2
2023-05-07,,,4
2023-05-24,,,2
2023-05-26,,,1
2023-06-01,,,3
2023-06-05,,,3
2023-06-06,,,2
2023-06-08,,,3
2023-06-11,,,2
2023-06-12,,,3
2023-06-13,,,2
2023-06-17,,,2
2023-06-18,,,4
2023-06-24,,,2
2023-06-27,,,2
2023-06-28,,,2
2023-06-29,,,1
2023-07-03,,,2
2023-07-04,,,2
2023-07-05,,,3
2023-07-25,,,2
2023-07-26,,,2
2023-07-29,,,2
2023-08-03,,,2
2023-08-04,,,2
2023-08-10,,,4
2023-08-18,,,2
2023-08-20,,,3
2023-08-23,,,2
2023-08-24,,,2
2023-08-28,,,2
2023-09-01,,,4
2023-09-02,,,3
2023-09-03,,,2
2023-09-11,,,2
2023-09-13,,,3
2023-09-21,,,4
2023-09-27,,,2
2023-09-29,,,2
2023-09-30,,,2
2023-10-06,,,2
2023-10-07,,,2
2023-10-12,,,2
2023-10-25,,,2
2023-11-07,,,2
2023-11-08,,,1
2023-11-11,,,10
2023-11-14,,,6
2023-11-17,,,2
2023-11-28,,,2
2023-12-02,,,2
2023-12-19,,,2
2023-12-20,,,2
2023-12-24,,,2
,,,13786
